date,region,medicine,units_sold
2023-03-02,west,salbutamol,279
2023-03-02,west,ors,158
2023-03-02,central,paracetamol,247
2023-03-02,central,metformin,288
2023-03-02,central,amlodipine,57
2023-03-02,central,salbutamol,92
2023-03-02,central,ors,187
2023-03-03,north,paracetamol,90
2023-03-03,north,metformin,181
2023-03-03,north,amlodipine,255
2023-03-03,north,salbutamol,181
2023-03-03,north,ors,73
2023-03-03,south,paracetamol,288
2023-03-03,south,metformin,70
2023-03-03,south,amlodipine,187
2023-03-03,south,salbutamol,95
2023-03-03,south,ors,266
2023-03-03,east,paracetamol,247
2023-03-03,east,metformin,257
2023-03-03,east,amlodipine,170
2023-03-03,east,salbutamol,93
2023-03-03,east,ors,269
2023-03-03,west,paracetamol,149
2023-03-03,west,metformin,82
2023-03-03,west,amlodipine,143
2023-03-03,west,salbutamol,85
2023-03-03,west,ors,202
2023-03-03,central,paracetamol,62
2023-03-03,central,metformin,216
2023-03-03,central,amlodipine,256
2023-03-03,central,salbutamol,215
2023-03-03,central,ors,207
2023-03-04,north,paracetamol,63
2023-03-04,north,metformin,99
2023-03-04,north,amlodipine,117
2023-03-04,north,salbutamol,50
2023-03-04,north,ors,238
2023-03-04,south,paracetamol,52
2023-03-04,south,metformin,286
2023-03-04,south,amlodipine,227
2023-03-04,south,salbutamol,238
2023-03-04,south,ors,213
2023-03-04,east,paracetamol,181
2023-03-04,east,metformin,220
2023-03-04,east,amlodipine,63
2023-03-04,east,salbutamol,138
2023-03-04,east,ors,152
2023-03-04,west,paracetamol,174
2023-03-04,west,metformin,116
2023-03-04,west,amlodipine,56
2023-03-04,west,salbutamol,57
2023-03-04,west,ors,93
2023-03-04,central,paracetamol,241
2023-03-04,central,metformin,184
2023-03-04,central,amlodipine,297
2023-03-04,central,salbutamol,97
2023-03-04,central,ors,111
2023-03-05,north,paracetamol,74
2023-03-05,north,metformin,258
2023-03-05,north,amlodipine,267
2023-03-05,north,salbutamol,167
2023-03-05,north,ors,245
2023-03-05,south,paracetamol,241
2023-03-05,south,metformin,162
2023-03-05,south,amlodipine,195
2023-03-05,south,salbutamol,171
2023-03-05,south,ors,53
2023-03-05,east,paracetamol,194
2023-03-05,east,metformin,96
2023-03-05,east,amlodipine,167
2023-03-05,east,salbutamol,258
2023-03-05,east,ors,94
2023-03-05,west,paracetamol,138
2023-03-05,west,metformin,235
2023-03-05,west,amlodipine,52
2023-03-05,west,salbutamol,189
2023-03-05,west,ors,268
2023-03-05,central,paracetamol,194
2023-03-05,central,metformin,167
2023-03-05,central,amlodipine,71
2023-03-05,central,salbutamol,88
2023-03-05,central,ors,88
2023-03-06,north,paracetamol,299
2023-03-06,north,metformin,156
2023-03-06,north,amlodipine,289
2023-03-06,north,salbutamol,149
2023-03-06,north,ors,65
2023-03-06,south,paracetamol,278
2023-03-06,south,metformin,228
2023-03-06,south,amlodipine,167
2023-03-06,south,salbutamol,78
2023-03-06,south,ors,255
2023-03-06,east,paracetamol,120
2023-03-06,east,metformin,218
2023-03-06,east,amlodipine,234
2023-03-06,east,salbutamol,205
2023-03-06,east,ors,126
2023-03-06,west,paracetamol,257
2023-03-06,west,metformin,198
2023-03-06,west,amlodipine,181
2023-03-06,west,salbutamol,280
2023-03-06,west,ors,175
2023-03-06,central,paracetamol,148
2023-03-06,central,metformin,165
2023-03-06,central,amlodipine,64
2023-03-06,central,salbutamol,298
2023-03-06,central,ors,230
2023-03-07,north,paracetamol,139
2023-03-07,north,metformin,223
2023-03-07,north,amlodipine,184
2023-03-07,north,salbutamol,195
2023-03-07,north,ors,138
2023-03-07,south,paracetamol,278
2023-03-07,south,metformin,198
2023-03-07,south,amlodipine,165
2023-03-07,south,salbutamol,185
2023-03-07,south,ors,236
2023-03-07,east,paracetamol,69
2023-03-07,east,metformin,131
2023-03-07,east,amlodipine,166
2023-03-07,east,salbutamol,260
2023-03-07,east,ors,293
2023-03-07,west,paracetamol,116
2023-03-07,west,metformin,232
2023-03-07,west,amlodipine,111
2023-03-07,west,salbutamol,279
2023-03-07,west,ors,67
2023-03-07,central,paracetamol,140
2023-03-07,central,metformin,256
2023-03-07,central,amlodipine,159
2023-03-07,central,salbutamol,105
2023-03-07,central,ors,134
2023-03-08,north,paracetamol,199
2023-03-08,north,metformin,57
2023-03-08,north,amlodipine,188
2023-03-08,north,salbutamol,156
2023-03-08,north,ors,61
2023-03-08,south,paracetamol,225
2023-03-08,south,metformin,152
2023-03-08,south,amlodipine,112
2023-03-08,south,salbutamol,76
2023-03-08,south,ors,84
2023-03-08,east,paracetamol,179
2023-03-08,east,metformin,276
2023-03-08,east,amlodipine,272
2023-03-08,east,salbutamol,185
2023-03-08,east,ors,69
2023-03-08,west,paracetamol,57
2023-03-08,west,metformin,240
2023-03-08,west,amlodipine,117
2023-03-08,west,salbutamol,208
2023-03-08,west,ors,296
2023-03-08,central,paracetamol,209
2023-03-08,central,metformin,190
2023-03-08,central,amlodipine,135
2023-03-08,central,salbutamol,75
2023-03-08,central,ors,130
2023-03-09,north,paracetamol,206
2023-03-09,north,metformin,268
2023-03-09,north,amlodipine,169
2023-03-09,north,salbutamol,263
2023-03-09,north,ors,67
2023-03-09,south,paracetamol,118
2023-03-09,south,metformin,189
2023-03-09,south,amlodipine,179
2023-03-09,south,salbutamol,219
2023-03-09,south,ors,184
2023-03-09,east,paracetamol,96
2023-03-09,east,metformin,172
2023-03-09,east,amlodipine,267
2023-03-09,east,salbutamol,103
2023-03-09,east,ors,280
2023-03-09,west,paracetamol,64
2023-03-09,west,metformin,289
2023-03-09,west,amlodipine,295
2023-03-09,west,salbutamol,235
2023-03-09,west,ors,210
2023-03-09,central,paracetamol,288
2023-03-09,central,metformin,244
2023-03-09,central,amlodipine,240
2023-03-09,central,salbutamol,283
2023-03-09,central,ors,225
2023-03-10,north,paracetamol,115
2023-03-10,north,metformin,130
2023-03-10,north,amlodipine,242
2023-03-10,north,salbutamol,85
2023-03-10,north,ors,284
2023-03-10,south,paracetamol,66
2023-03-10,south,metformin,51
2023-03-10,south,amlodipine,82
2023-03-10,south,salbutamol,142
2023-03-10,south,ors,173
2023-03-10,east,paracetamol,183
2023-03-10,east,metformin,220
2023-03-10,east,amlodipine,149
2023-03-10,east,salbutamol,137
2023-03-10,east,ors,60
2023-03-10,west,paracetamol,54
2023-03-10,west,metformin,79
2023-03-10,west,amlodipine,187
2023-03-10,west,salbutamol,278
2023-03-10,west,ors,140
2023-03-10,central,paracetamol,140
2023-03-10,central,metformin,201
2023-03-10,central,amlodipine,236
2023-03-10,central,salbutamol,171
2023-03-10,central,ors,167
2023-03-11,north,paracetamol,295
2023-03-11,north,metformin,244
2023-03-11,north,amlodipine,110
2023-03-11,north,salbutamol,151
2023-03-11,north,ors,75
2023-03-11,south,paracetamol,158
2023-03-11,south,metformin,161
2023-03-11,south,amlodipine,88
2023-03-11,south,salbutamol,259
2023-03-11,south,ors,52
2023-03-11,east,paracetamol,87
2023-03-11,east,metformin,91
2023-03-11,east,amlodipine,97
2023-03-11,east,salbutamol,266
2023-03-11,east,ors,62
2023-03-11,west,paracetamol,138
2023-03-11,west,metformin,137
2023-03-11,west,amlodipine,105
2023-03-11,west,salbutamol,282
2023-03-11,west,ors,236
2023-03-11,central,paracetamol,112
2023-03-11,central,metformin,129
2023-03-11,central,amlodipine,92
2023-03-11,central,salbutamol,282
2023-03-11,central,ors,283
2023-03-12,north,paracetamol,124
2023-03-12,north,metformin,106
2023-03-12,north,amlodipine,198
2023-03-12,north,salbutamol,272
2023-03-12,north,ors,231
2023-03-12,south,paracetamol,256
2023-03-12,south,metformin,230
2023-03-12,south,amlodipine,222
2023-03-12,south,salbutamol,290
2023-03-12,south,ors,213
2023-03-12,east,paracetamol,112
2023-03-12,east,metformin,175
2023-03-12,east,amlodipine,284
2023-03-12,east,salbutamol,174
2023-03-12,east,ors,50
2023-03-12,west,paracetamol,141
2023-03-12,west,metformin,274
2023-03-12,west,amlodipine,244
2023-03-12,west,salbutamol,168
2023-03-12,west,ors,256
2023-03-12,central,paracetamol,210
2023-03-12,central,metformin,81
2023-03-12,central,amlodipine,264
2023-03-12,central,salbutamol,235
2023-03-12,central,ors,175
2023-03-13,north,paracetamol,75
2023-03-13,north,metformin,110
2023-03-13,north,amlodipine,161
2023-03-13,north,salbutamol,194
2023-03-13,north,ors,250
2023-03-13,south,paracetamol,118
2023-03-13,south,metformin,78
2023-03-13,south,amlodipine,112
2023-03-13,south,salbutamol,183
2023-03-13,south,ors,288
2023-03-13,east,paracetamol,154
2023-03-13,east,metformin,236
2023-03-13,east,amlodipine,276
2023-03-13,east,salbutamol,164
2023-03-13,east,ors,70
2023-03-13,west,paracetamol,222
2023-03-13,west,metformin,222
2023-03-13,west,amlodipine,136
2023-03-13,west,salbutamol,84
2023-03-13,west,ors,101
2023-03-13,central,paracetamol,95
2023-03-13,central,metformin,243
2023-03-13,central,amlodipine,106
2023-03-13,central,salbutamol,91
2023-03-13,central,ors,250
2023-03-14,north,paracetamol,126
2023-03-14,north,metformin,284
2023-03-14,north,amlodipine,147
2023-03-14,north,salbutamol,65
2023-03-14,north,ors,182
2023-03-14,south,paracetamol,50
2023-03-14,south,metformin,281
2023-03-14,south,amlodipine,199
2023-03-14,south,salbutamol,97
2023-03-14,south,ors,287
2023-03-14,east,paracetamol,171
2023-03-14,east,metformin,75
2023-03-14,east,amlodipine,83
2023-03-14,east,salbutamol,163
2023-03-14,east,ors,107
2023-03-14,west,paracetamol,262
2023-03-14,west,metformin,184
2023-03-14,west,amlodipine,74
2023-03-14,west,salbutamol,234
2023-03-14,west,ors,189
2023-03-14,central,paracetamol,208
2023-03-14,central,metformin,288
2023-03-14,central,amlodipine,76
2023-03-14,central,salbutamol,135
2023-03-14,central,ors,211
2023-03-15,north,paracetamol,167
2023-03-15,north,metformin,130
2023-03-15,north,amlodipine,124
2023-03-15,north,salbutamol,142
2023-03-15,north,ors,83
2023-03-15,south,paracetamol,164
2023-03-15,south,metformin,214
2023-03-15,south,amlodipine,235
2023-03-15,south,salbutamol,162
2023-03-15,south,ors,161
2023-03-15,east,paracetamol,109
2023-03-15,east,metformin,75
2023-03-15,east,amlodipine,286
2023-03-15,east,salbutamol,175
2023-03-15,east,ors,222
2023-03-15,west,paracetamol,94
2023-03-15,west,metformin,81
2023-03-15,west,amlodipine,278
2023-03-15,west,salbutamol,246
2023-03-15,west,ors,261
2023-03-15,central,paracetamol,292
2023-03-15,central,metformin,120
2023-03-15,central,amlodipine,284
2023-03-15,central,salbutamol,72
2023-03-15,central,ors,242
2023-03-16,north,paracetamol,216
2023-03-16,north,metformin,244
2023-03-16,north,amlodipine,222
2023-03-16,north,salbutamol,244
2023-03-16,north,ors,112
2023-03-16,south,paracetamol,119
2023-03-16,south,metformin,272
2023-03-16,south,amlodipine,103
2023-03-16,south,salbutamol,76
2023-03-16,south,ors,142
2023-03-16,east,paracetamol,128
2023-03-16,east,metformin,85
2023-03-16,east,amlodipine,182
2023-03-16,east,salbutamol,244
2023-03-16,east,ors,228
2023-03-16,west,paracetamol,266
2023-03-16,west,metformin,81
2023-03-16,west,amlodipine,198
2023-03-16,west,salbutamol,289
2023-03-16,west,ors,66
2023-03-16,central,paracetamol,250
2023-03-16,central,metformin,203
2023-03-16,central,amlodipine,71
2023-03-16,central,salbutamol,90
2023-03-16,central,ors,287
2023-03-17,north,paracetamol,108
2023-03-17,north,metformin,264
2023-03-17,north,amlodipine,124
2023-03-17,north,salbutamol,171
2023-03-17,north,ors,59
2023-03-17,south,paracetamol,136
2023-03-17,south,metformin,54
2023-03-17,south,amlodipine,104
2023-03-17,south,salbutamol,75
2023-03-17,south,ors,53
2023-03-17,east,paracetamol,156
2023-03-17,east,metformin,76
2023-03-17,east,amlodipine,279
2023-03-17,east,salbutamol,275
2023-03-17,east,ors,175
2023-03-17,west,paracetamol,235
2023-03-17,west,metformin,52
2023-03-17,west,amlodipine,99
2023-03-17,west,salbutamol,273
2023-03-17,west,ors,174
2023-03-17,central,paracetamol,75
2023-03-17,central,metformin,195
2023-03-17,central,amlodipine,184
2023-03-17,central,salbutamol,166
2023-03-17,central,ors,94
2023-03-18,north,paracetamol,190
2023-03-18,north,metformin,55
2023-03-18,north,amlodipine,212
2023-03-18,north,salbutamol,272
2023-03-18,north,ors,283
2023-03-18,south,paracetamol,102
2023-03-18,south,metformin,278
2023-03-18,south,amlodipine,284
2023-03-18,south,salbutamol,245
2023-03-18,south,ors,219
2023-03-18,east,paracetamol,53
2023-03-18,east,metformin,109
2023-03-18,east,amlodipine,222
2023-03-18,east,salbutamol,121
2023-03-18,east,ors,279
2023-03-18,west,paracetamol,124
2023-03-18,west,metformin,115
2023-03-18,west,amlodipine,259
2023-03-18,west,salbutamol,259
2023-03-18,west,ors,71
2023-03-18,central,paracetamol,189
2023-03-18,central,metformin,258
2023-03-18,central,amlodipine,100
2023-03-18,central,salbutamol,194
2023-03-18,central,ors,213
2023-03-19,north,paracetamol,142
2023-03-19,north,metformin,98
2023-03-19,north,amlodipine,65
2023-03-19,north,salbutamol,282
2023-03-19,north,ors,252
2023-03-19,south,paracetamol,93
2023-03-19,south,metformin,156
2023-03-19,south,amlodipine,286
2023-03-19,south,salbutamol,199
2023-03-19,south,ors,143
2023-03-19,east,paracetamol,57
2023-03-19,east,metformin,159
2023-03-19,east,amlodipine,67
2023-03-19,east,salbutamol,287
2023-03-19,east,ors,129
2023-03-19,west,paracetamol,288
2023-03-19,west,metformin,167
2023-03-19,west,amlodipine,261
2023-03-19,west,salbutamol,280
2023-03-19,west,ors,121
2023-03-19,central,paracetamol,143
2023-03-19,central,metformin,87
2023-03-19,central,amlodipine,206
2023-03-19,central,salbutamol,254
2023-03-19,central,ors,130
2023-03-20,north,paracetamol,281
2023-03-20,north,metformin,156
2023-03-20,north,amlodipine,258
2023-03-20,north,salbutamol,250
2023-03-20,north,ors,179
2023-03-20,south,paracetamol,236
2023-03-20,south,metformin,91
2023-03-20,south,amlodipine,167
2023-03-20,south,salbutamol,265
2023-03-20,south,ors,70
2023-03-20,east,paracetamol,287
2023-03-20,east,metformin,179
2023-03-20,east,amlodipine,54
2023-03-20,east,salbutamol,66
2023-03-20,east,ors,73
2023-03-20,west,paracetamol,185
2023-03-20,west,metformin,207
2023-03-20,west,amlodipine,227
2023-03-20,west,salbutamol,199
2023-03-20,west,ors,108
2023-03-20,central,paracetamol,201
2023-03-20,central,metformin,75
2023-03-20,central,amlodipine,110
2023-03-20,central,salbutamol,185
2023-03-20,central,ors,61
2023-03-21,north,paracetamol,63
2023-03-21,north,metformin,79
2023-03-21,north,amlodipine,232
2023-03-21,north,salbutamol,148
2023-03-21,north,ors,238
2023-03-21,south,paracetamol,111
2023-03-21,south,metformin,80
2023-03-21,south,amlodipine,269
2023-03-21,south,salbutamol,287
2023-03-21,south,ors,76
2023-03-21,east,paracetamol,277
2023-03-21,east,metformin,50
2023-03-21,east,amlodipine,90
2023-03-21,east,salbutamol,191
2023-03-21,east,ors,299
2023-03-21,west,paracetamol,123
2023-03-21,west,metformin,227
2023-03-21,west,amlodipine,91
2023-03-21,west,salbutamol,248
2023-03-21,west,ors,89
2023-03-21,central,paracetamol,63
2023-03-21,central,metformin,149
2023-03-21,central,amlodipine,140
2023-03-21,central,salbutamol,188
2023-03-21,central,ors,240
2023-03-22,north,paracetamol,155
2023-03-22,north,metformin,98
2023-03-22,north,amlodipine,214
2023-03-22,north,salbutamol,155
2023-03-22,north,ors,187
2023-03-22,south,paracetamol,231
2023-03-22,south,metformin,56
2023-03-22,south,amlodipine,130
2023-03-22,south,salbutamol,293
2023-03-22,south,ors,189
2023-03-22,east,paracetamol,278
2023-03-22,east,metformin,150
2023-03-22,east,amlodipine,104
2023-03-22,east,salbutamol,213
2023-03-22,east,ors,299
2023-03-22,west,paracetamol,56
2023-03-22,west,metformin,201
2023-03-22,west,amlodipine,83
2023-03-22,west,salbutamol,175
2023-03-22,west,ors,242
2023-03-22,central,paracetamol,78
2023-03-22,central,metformin,75
2023-03-22,central,amlodipine,123
2023-03-22,central,salbutamol,242
2023-03-22,central,ors,94
2023-03-23,north,paracetamol,66
2023-03-23,north,metformin,282
2023-03-23,north,amlodipine,213
2023-03-23,north,salbutamol,250
2023-03-23,north,ors,280
2023-03-23,south,paracetamol,112
2023-03-23,south,metformin,200
2023-03-23,south,amlodipine,142
2023-03-23,south,salbutamol,115
2023-03-23,south,ors,259
2023-03-23,east,paracetamol,141
2023-03-23,east,metformin,166
2023-03-23,east,amlodipine,288
2023-03-23,east,salbutamol,91
2023-03-23,east,ors,290
2023-03-23,west,paracetamol,120
2023-03-23,west,metformin,124
2023-03-23,west,amlodipine,120
2023-03-23,west,salbutamol,92
2023-03-23,west,ors,265
2023-03-23,central,paracetamol,104
2023-03-23,central,metformin,105
2023-03-23,central,amlodipine,128
2023-03-23,central,salbutamol,208
2023-03-23,central,ors,292
2023-03-24,north,paracetamol,132
2023-03-24,north,metformin,233
2023-03-24,north,amlodipine,170
2023-03-24,north,salbutamol,251
2023-03-24,north,ors,225
2023-03-24,south,paracetamol,229
2023-03-24,south,metformin,121
2023-03-24,south,amlodipine,50
2023-03-24,south,salbutamol,179
2023-03-24,south,ors,142
2023-03-24,east,paracetamol,91
2023-03-24,east,metformin,123
2023-03-24,east,amlodipine,283
2023-03-24,east,salbutamol,58
2023-03-24,east,ors,163
2023-03-24,west,paracetamol,80
2023-03-24,west,metformin,145
2023-03-24,west,amlodipine,51
2023-03-24,west,salbutamol,73
2023-03-24,west,ors,278
2023-03-24,central,paracetamol,294
2023-03-24,central,metformin,220
2023-03-24,central,amlodipine,247
2023-03-24,central,salbutamol,249
2023-03-24,central,ors,281
2023-03-25,north,paracetamol,266
2023-03-25,north,metformin,283
2023-03-25,north,amlodipine,92
2023-03-25,north,salbutamol,100
2023-03-25,north,ors,266
2023-03-25,south,paracetamol,223
2023-03-25,south,metformin,124
2023-03-25,south,amlodipine,148
2023-03-25,south,salbutamol,50
2023-03-25,south,ors,173
2023-03-25,east,paracetamol,166
2023-03-25,east,metformin,136
2023-03-25,east,amlodipine,244
2023-03-25,east,salbutamol,282
2023-03-25,east,ors,178
2023-03-25,west,paracetamol,167
2023-03-25,west,metformin,112
2023-03-25,west,amlodipine,285
2023-03-25,west,salbutamol,125
2023-03-25,west,ors,279
2023-03-25,central,paracetamol,239
2023-03-25,central,metformin,238
2023-03-25,central,amlodipine,217
2023-03-25,central,salbutamol,144
2023-03-25,central,ors,206
2023-03-26,north,paracetamol,84
2023-03-26,north,metformin,141
2023-03-26,north,amlodipine,134
2023-03-26,north,salbutamol,188
2023-03-26,north,ors,267
2023-03-26,south,paracetamol,188
2023-03-26,south,metformin,240
2023-03-26,south,amlodipine,246
2023-03-26,south,salbutamol,105
2023-03-26,south,ors,56
2023-03-26,east,paracetamol,100
2023-03-26,east,metformin,272
2023-03-26,east,amlodipine,88
2023-03-26,east,salbutamol,91
2023-03-26,east,ors,121
2023-03-26,west,paracetamol,102
2023-03-26,west,metformin,140
2023-03-26,west,amlodipine,198
2023-03-26,west,salbutamol,79
2023-03-26,west,ors,255
2023-03-26,central,paracetamol,172
2023-03-26,central,metformin,178
2023-03-26,central,amlodipine,286
2023-03-26,central,salbutamol,73
